appid,title_old,rank_old
2324410,Summerhill,2080
2436870,Sigilfarer: A Dice-Rolling Roguelite,2081
3676080,World In The Abyss,2082
2836460,Cozy Marbles,2083
4382260,Castaway Diary: Portal to the Unknown Isles,2084
3219390,The Ballad of Bellum,2085
3613050,Gravebound,2086
1617120,Good Heavens!,2087
2872600,Colonies of The Remnant,2088
1535520,CyberTown,2089
3040830,MU Legend: EVO,2090
4302700,Helyana,2091
2396130,Australia Did It,2092
3330210,Kinny and the Cosmic Cauldron,2093
3950440,Lootbane,2094
1562030,Ronin: Samurai Redemption,2095
662340,Renaine,2096
616780,Age of Space,2097
3002130,Theos: Cities Of Myth,2098
1568550,FIRST,2099
3740090,Bruisers 2D Boxing,2100
4024450,From Ruins – A Detective Adventure,2101
4165930,Dawn of the Dying,2102
1800250,Void Soul Awakening,2103
1179280,PROJECT D : Human Risen,2104
3164260,GORECORE,2105
3070430,Nova Era:Atom ﻿,2106
3824720,Descent Of Lunaris,2107
2104610,I Am A Caterpillar,2108
2087880,Ending Tau,2109
2287370,Anima Song from the Abyss,2110
1285720,The Hauntings,2111
1629660,Moonshell Island,2112
1198690,REBORN: Survival,2113
3433800,Moonbrella,2114
1587600,Broken Veil,2115
1803500,Runeforge,2116
3014860,Icy Tower,2117
1640990,TRPG Workshop,2118
4128600,Farnia Village,2119
4542210,War Room: Tactical Sandbox,2120
3447070,Emergency Call - The Firefighting Simulation 3,2121
2410360,Mirth Island,2122
2321890,Swordeye,2123
4704920,Prison Pocket Patrol,2124
2709910,Five Nights at Cobson's,2125
4144090,Shores of Vaelithar,2126
1871460,Beasts of Steel,2127
1506730,What Never Was: Chapter II,2128
2962780,BeastLink,2129
3529910,The Great Coffee Caper,2130
3619300,TONIN:兎忍,2131
2648900,The World Well: Blood of Caro,2132
3601860,Tamer Town,2133
3991390,A Kingdom of Soil,2134
1280660,Rollercoaster Mechanic,2135
2433630,The Left Behind,2136
1660440,Way To The Woods,2137
3357600,MOTHERLAND,2138
757550,Football Story,2139
1192230,Octopus City Blues,2140
4158420,Starship Command: Orion Spur,2141
4670880,Bathory - Heritage of Blood,2142
4221820,Die for Pay,2143
4337710,The Abased,2144
4290390,CARTAGRA,2145
4234320,Dithered,2146
3491690,lovebyte.exe,2147
1286230,Fields of History: The Great War,2148
4141710,Neko Station,2149
3333380,Dungeon Hotpot,2150
