appid,title_old,rank_old
3716320,RuneSmith,628
3846580,Lost in Tandem,631
3549280,Bulbo's Belief System,636
4590810,民国诡事,638
3039920,Codex Eternal Eclipse,646
3713880,Lost Arsenal,647
4626940,Scratch the Ticket,648
4022950,Nature of Dread,649
4453420,"DDD: Dice, Dungeons, and Drakes",661
3628390,33 Days till Extraction,662
3758170,Robot Rhapsody,677
4098030,Shipping Store Simulator 2037,678
3940610,EA SPORTS™ Madden NFL 27,681
4660090,Bloodwoven,684
4056250,空想森林FANTASY FOREST,698
4780280,Ornament Tower,703
3618570,The Detective's Apprentice,707
4668870,Medieval Juice Crafter,712
3596730,Painted Kingdoms: Tower Defense & Firefighting,713
4356400,Eldor'idle,714
4424310,Make'Em Mayhem,718
3815480,ELDERBORN: VENGEANCE,721
4390630,Eyes On You,723
3989790,Cranked,724
4580030,Papaya Plaza,725
3220200,Rise of Lambs : Awakening,736
4030150,The Legend of Fancy Realm Remake,737
4650840,Up-Beat!!,739
2923810,骤影:绯月杀,742
4310440,Crown Siege,745
4370210,Split Brain Samsara,746
3101780,Starless Umbra,747
4112530,Miracle Bullet,750
4230650,Black Sailors: Bay Of All Saints,767
3654740,Stardream,770
4791980,SCREAM NOTE,780
4476320,Feed The Void,782
4458840,T.W.I.R.L.,784
4619040,Valken,787
4162290,OK👍 Boomer,788
4610100,Sinner Maker,789
3959900,BE LOST,790
3979570,Factomancer,793
4077320,Cardaire: Eternal Aces,794
4591910,Star Junkers,797
3768400,Gridlords,799
4355590,"Warhammer 40,000: Darktide - Skitarii Class Cosmetic Upgrade",805
3840260,Forgotten Playland: Party Edition,807
4591920,Dead Reckoning: Reborn,812
4121220,Kosenki,813
3700100,Bruma,816
4553510,DEVIL GATE,817
3832380,Bao Bao's™ Cozy Cleaning Services,818
3462790,Battle For Embolia,824
3894790,Professor Simulator,828
3819370,Pull the Beer,830
4453540,Minesweeper: Next-Gen,831
4558880,Joey's Nightmare II,832
4639980,Red Light On,835
3444810,Wonderfall,836
4406740,Clayton & Cayo,840
1958800,Duppy Detective Tashia,845
2433630,The Left Behind,849
4079320,The Outer Frame,855
4430260,Beat For Speed,856
1864220,Knuckle Paradise ®,858
3925240,Otaku Love Story,863
3041220,Stratagem Lost,864
3723750,Trading Card Inspector,866
3474070,Magnavis,870
4272370,Coal Duty,871
3902750,Until Then: Afterimages,875
4013930,Lock In,877
3570490,Frontier: Path of Shadows,880
2995570,Croak and Solve,884
2531570,SOUNDGRASS,893
4666090,Midnight Moments,894
4693300,Hole Punch Cocktail,895
4370990,FEED IT,896
3113690,Ship Miner,900
4251710,EXSTETRA,901
4622160,Arise Dark Lord,902
4433800,There Is No Next Stop,903
3469290,"BRAVO, GASPAR!",907
4709120,METAXIA,909
4336630,Pirate Chips,910
4459720,Cyber Demon Protocol,911
4233960,Do Disciplinary Committee Members Dream of Succubi?,915
4117730,Slayblade,916
3842660,XX Fulfillment Center,918
3230120,Zozo and the Lost Dreams,919
3610790,Hope in the City,920
3261140,Decadent Heir,924
4484770,Hoa 2,932
4492610,Their Story.,933
4199960,The Jackbox Party Pack 12,934
3367810,Cemetery Simulator,935
4707660,R.override,938
4610740,Driftborn,940
2983740,Animal Game,945
4232550,Cages: Hidden Worlds,956
4601470,Going my way?,959
2434930,Blue Ridge Hunting,961
4192080,POLYMORPH,964
3003760,Come to my party!,966
3195940,Charming Hill,970
4202540,Anhedonia: Sanctuary of Ash,974
4660450,Caravana 2000,981
4529120,Alice's Gaze,982
4202270,Husk Protocol,983
3736530,Stigmatum,984
3795570,Abyss Of Doom,985
4248790,Substrate: Emergence,990
3936610,Monopoly: Star Wars™ Heroes vs. Villains,996
3817560,Race of the Nine Worlds,999
2876290,Sojourn Past,1000
4319240,Final Flavor,1001
4589630,Sonnet,1002
4262620,The Alighieri Circle: Dante's Bloodline,1003
3714420,Delta,1004
4650950,COCORO,1006
4059000,Cozy Builder,1008
4529440,FD 27: Direct Your Football Club,1011
4751270,KUMANO,1015
1897860,Sunken Realms,1017
3646660,After the End,1019
2822740,ONE FENIX DOWN,1020
4280540,Liminal Logistics,1021
3672160,The Perilous North,1025
3888420,Kumarn: The Wandering Spirit,1028
4505150,THE WELL IS NOT EMPTY,1029
3599410,Everything is Gun!,1032
1303850,Alchemic Beasts,1034
3531890,D-BEAT HEROES,1035
4730100,Lizard Slayer,1036
2672020,Llewl and the Lyre of Two Worlds,1037
4514070,Barely Breathing,1043
2823570,Netcode Warriors,1049
3615180,Infect: The Last Stand,1053
4754800,Aura Farming,1055
3066040,Fosoria,1059
1917470,Into The Haunted Land,1065
3796150,Curse of Resthaven,1067
4183180,Touhou Sousenkyou ~ Land of Oracular Zeitgeist,1070
3845640,My Isekai Hotel,1071
4736510,Gunvolt Chronicles: Luminous Avenger iX 3,1074
4436840,Barbie™ Horse Ride & Rescue,1079
3846290,Doomsday Diner,1080
3875670,Winemaker Simulator,1082
3941680,BATARA: FATE UNBOUND,1088
3956540,Radio Decay,1092
4443000,The Cleaner,1094
3814270,Froggy Brews,1107
4196910,Rewindead,1111
1350370,Daybreak Slam,1115
3551090,Charlatan,1118
4425550,Monkey Bizniz,1120
4665390,Wolf Commando,1122
4481040,The Land Forgotten,1123
3740090,Bruisers 2D Boxing,1124
3991790,Attack of the Astrals,1126
3954460,Spiritus Sancti,1129
2572060,Pixel Washer,1135
2996900,Dungeons & Desserts,1138
4228190,Spooky Tales,1139
2735850,Wilderdark,1144
4227270,Litany,1147
4136640,Mimic Meadows,1148
3850800,WakuWaku Park,1152
4362480,Castle Away,1157
4093320,Project Salon,1160
3489220,Kkokko Industry,1161
2489950,Tales Of Wakana,1162
4639040,MINERALS: Deep Core Mining,1164
4290390,CARTAGRA,1168
4490840,Lurking,1169
2886300,Gunny Ascend,1170
3717830,GRINDWORM,1171
3988870,SAMLA,1172
4394480,Bracer,1173
4246640,Dungeon Brawls,1174
4671450,World of Slime,1176
4062420,Pill After Pill,1177
3593470,1992: Rasputie,1178
2456440,Super Cat The Builder,1179
3012410,Everise,1181
2988490,神殺しの蒼銀,1182
1553590,Saveseeker,1185
3570350,Silkgrove,1186
2606850,Mimic,1191
3615290,Outpour,1199
4567710,Template!! An Angel's Gift,1200
3721410,Basterd Sword,1201
4013910,Some Puzzles,1202
3805820,Zangyou,1207
1477750,SunderBound,1212
4247440,Leafborn,1213
3154150,Spook-A-Boo,1214
4152550,Eggstreme Farming,1217
3994120,AI Pixel Battle,1220
3976340,Cucina Stellata,1224
4197390,FENDERSHOT,1225
4562940,HOPE 01,1226
3302370,Crux Diaries RPG,1228
4364150,Need for Seat,1229
4439240,Forza Horizon 6 Expansion 1,1231
4512440,Legendum,1234
4102010,Idle Chapel,1237
2131290,Iron Frontier,1238
4454510,Sock Puppet Superstar,1239
3055290,Sunny Trails,1242
4768240,Jade scratch gamble,1243
3834910,Dungeon Pizza,1245
4661130,Dream of Corpse Lady - Deity's Three Egos,1248
4485020,The Crimson Hunt,1249
4742960,Wolfbane,1251
4605490,Kirk Mephisto,1253
4178200,V.A.U.L.T. PROTOCOL,1255
3501050,Total Incremental Battle,1256
4704830,Reus 2 - Jurassic,1259
4286660,Defrag Incremental,1261
4401370,Skills & Raids,1264
3929700,Pixel Formation,1265
2939450,Inherited Shadows,1268
4575010,Too Hot to Be True,1269
2248300,Concrete Abyss,1271
4608750,60病　The 60-Second Syndrome,1273
3987430,Roads & Riches: Traveling Merchant Simulator,1275
3745840,Hunger Lane,1279
3575220,Guardians of the Wall,1282
2519170,Bunraku,1283
4104070,Devlog: A Post-Modern College Experience,1284
4254180,Zouhri: The Cursed Blood,1287
3449530,Apothecurse,1293
3307340,Cast Outs,1294
3213120,Machinefall,1297
3834300,Sin & Siege,1299
4120790,The Sorting Bureau,1300
3572090,Dominus Gladiatus,1302
4156770,Mysarium,1303
3297110,Anemorie,1308
3582120,Cohen 1939,1309
4601120,Endless Rails,1310
4458440,Pelican Post,1314
3664840,Compress(space),1319
4032020,Kettlebell: Inferno Hotel,1320
2097940,Theatre of War: Rearmed,1321
3988410,Phantom Tower,1322
4595980,Ship or Burn! Coop express,1323
3079100,Island Architect,1325
3815150,Forgotten Town,1326
2429600,Herdles,1328
3009440,Dungeon Baller,1331
4489300,Blackout Jack,1332
4177650,INSANIO,1336
4036920,Everbrew,1340
4163030,Cat Chess,1351
3969610,Job Fit For a Devil,1352
4514140,CHEW YOUR FOOD,1359
4551870,Ruffed Up,1362
4633120,Voxotron,1364
3313880,Hexborn,1365
3963500,Bedrotting Simulator,1366
4272020,WOIM,1373
4337440,Memory of Memorie : A Chill Story,1374
4566850,Sepak U - Sports Fighting Game,1380
4267780,Acting Out,1382
3934180,Don Memo,1385
3979490,AZUR,1386
4508020,Hole Is Mine,1392
4295960,Manga Club Advisor wants to support Saeki Sasara,1394
4432910,Spell Knight: Abyss Cleaver,1399
3635640,Stories of Somnia,1401
2867800,DEPERSON,1403
3327120,Dreadline Express,1404
4681380,B.L.U.E.,1407
4181410,The Alley,1410
4506220,Sly Apes,1411
1967440,God Help Us All,1414
4540820,Kin and Conquest,1419
4710010,Triple Pairing,1420
4415120,Growing My Manhole,1422
2640150,Venus: The Last Ascent,1424
2168480,Janet DeMornay Is A Slumlord (and a witch),1430
4051900,Fish to Cats: Catch & Feed,1431
3083210,Block 17,1434
3836120,Land of Glarefall,1438
2390410,1 Billion Spells,1440
3807690,Yami Kids,1442
4519660,Cloudpaws,1447
2626830,SOS OPS! 2,1449
2430010,Gennady,1451
2709420,Vasya Run,1452
3438610,Mach Speed Intercept,1454
4066520,Trust Your Gut,1455
4676420,Galaxy Scavengers,1457
1111740,Cross Reverie,1459
4623570,Deskrawl: Idle ARPG,1462
3702540,Between Adventures IDLE,1464
4310290,Crime and Punishment: Lost in Nightmares,1467
4318080,ALTEREDBLOOD+ [AB+],1471
4455920,NOL,1474
3158820,Kalanoro,1475
4483420,Luna Has Gone,1476
4156490,Mekururi: Dizzying Witch,1477
4517460,Total Football Online,1478
4000770,Swarmdustry,1479
3754050,Silvanis,1480
1496970,Masters of Mayhem,1482
4563790,Easy Red 2: Blood on the Danube,1483
4344000,Complete Horror,1487
2606880,EV2,1489
3676140,Trawler's Wake,1491
3935530,Frutiger Home,1492
4547180,REST STOP,1499
4375230,Sangokushi BOND,1503
4268970,Drill Deep,1505
4263170,Union Of Rivals,1507
3280150,Lone Chef,1508
4286220,Crosshair,1509
4377860,Bumpers & Dragons,1511
3881510,Reverse T-gotchi,1515
4585340,Horse Magnifier: The Full Horse,1516
3318210,Doomed Otaku,1517
4410710,Fields of Aaru,1519
3764040,Plush Time,1521
4605210,Pet the Cat,1522
1835080,Taste Of Heaven,1525
3940470,KILLSEC,1528
4522410,Ember Express,1529
3337130,RMF's Ragdoll Physics Experiments,1530
3575850,Lone Pine,1531
4278830,New Times,1534
4639170,Tileburg,1536
4001430,Seres Universalis:Three Kingdoms,1537
4553370,SOMBRAS: negative frames,1539
3967230,Alchemortis,1540
4156500,Rekindled: Cozy Tavern Life,1541
3946810,The seven days i spent with you,1543
2707980,PUNK,1545
4289310,ABIDE,1546
3541630,HR: Human Remains,1547
4178020,Lured In,1552
3326570,Valefor 2,1555
2727520,Escape from CALYPSO,1556
3650150,Teeko,1560
4051470,BrokenLore: ASCEND,1561
3362130,Room 502 : School Mystery Game,1563
