appid,title,url,published_at,contents_preview,date_classification,evidence_type
3180340,The Quad Leg Update - RIG Riot Demo,https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1825093633189231,2026-02-20T23:43:45+00:00,"Hey folks, this update is the last content update planned for the demo and it adds RIG Riot's second leg type, Quad Legs. Quad Legs are much more focused on ground-based gameplay, and you will have a chance to receive a set anytime you receive a new Leg part. I'm very excited to hear what you all th",outside_window,steam_news
3180340,"Lighting Improvements and Bug Fixes - Demo Patch - February 3rd, 2026",https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1823825466490931,2026-02-03T23:13:04+00:00,"Hey folks, this update is mostly fixes for larger bugs from the recent patch but it also includes some major lighting improvements- let me know what you think!Changes- Reverted punch animation change- Adjusted Wastes lighting and material used for player partsNote: The goal here is to make your colo",outside_window,steam_news
3180340,"Melee and Balance Improvements - Demo Patch - February 2nd, 2026",https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1823191198612586,2026-02-03T01:06:59+00:00,"Hey folks, this update is mostly about improvements to melee auto lunge behavior and balance. Make sure to let me know what you think of the scaling in your runs with the new more measured enemy appearance logic!Changes- Horde enemies now have a manually set earliest spawn time- Spreading Swarm comb",outside_window,steam_news
3180340,"Range Reassessment - Demo Hotfix - January 30th, 2026",https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1823191198606292,2026-01-30T19:35:42+00:00,"Hey folks, just some small bug fixes. Have a great weekend!Balance- Increased spawn cost for Fire Demon enemyBug Fixes- Fixed numerous enemy weapons not having damage falloff",outside_window,steam_news
3180340,"Aiming and Adjustments - Demo Update - January 29th, 2026",https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1823191198606183,2026-01-30T18:37:26+00:00,"(Sorry for the late patch notes, I literally forgot to click the ""Publish"" button smh) Hey folks- lots of changes, fixes, and tweaks in this one. Many of these are based on community requests so let me know what you think. There are also definitely things I forgot to mention so keep an eye out and k",outside_window,steam_news
3180340,"Key Rebind Fixes - Demo Patch - January 24th, 2026",https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1822556746164739,2026-01-25T01:23:29+00:00,"Hey folks, the focus here is on some balance changes and bug fixes. In the background I've begun working on some new content/features, so look forward to that!Changes- The player now receives additional scrap rewards per objective based on how many objectives have been completed- Your RIG is no long",outside_window,steam_news
3180340,"Tutorialization Tweaks - Demo Patch - January 23rd, 2026",https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1822556746163155,2026-01-23T23:49:21+00:00,"Hey folks, today's update is focused on improving the Tutorial. One of RIG Riot's biggest weaknesses is that it does not explain itself well, so I'm trying to improve that. Even if you've played the tutorial already I suggest taking another run through, just in case. Let me know what you think and w",outside_window,steam_news
3180340,"Ambidextrous Aid - Demo Hotfix - January 22nd, 2026",https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1822556746159268,2026-01-22T15:27:00+00:00,"Hey folks, hotfix here to fix dual wielding. If you didn't know, you can equip a second copy of a weapon if you find it as an upgrade and click a valid open slot before selecting your upgrade. Note that you do need to have enough weapon capacity available, otherwise you will just receive an upgrade ",outside_window,steam_news
3180340,"Dupes Destroyed - Demo Patch - January 21st, 2026",https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1822556746157509,2026-01-21T19:07:55+00:00,"Hey folks, small update here with a fix to the mod duplication bug and a couple other little Quality of Life improvements.Changes- You will now receive a 50% Scrap refund when recycling parts with unlocked Part Mod slots- Removed the now-redundant confirmation button from the Upgrade Selection menu-",outside_window,steam_news
3180340,"One Click Upgrades - Demo Patch - January 20th, 2026",https://steamstore-a.akamaihd.net/news/externalpost/steam_community_announcements/1821922921824382,2026-01-20T22:28:23+00:00,"Hey folks, made some improvements to the upgrade selection menu to simplify the experience, let me know if you like it, hate it, or wish I would change it juuuust a little. next on the list is improving the new player experience, so look forward to that!Changes- Upgrade selection now requires only a",outside_window,steam_news
