created_at_utc,timestamp,appid,game_title,provider,model,status,folder_path,input_file,output_path,error,duration_sec,response_length
2026-05-27T09:11:35.833367+00:00,20260527_091135,4508570,Veritas Tales: Witch of the Dark Castle,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-05-27__appid_4508570__rank_2761_to_2710__up_51,data/spike_explainer/2026-05-27__appid_4508570__rank_2761_to_2710__up_51/llm_summary_input.md,data/spike_explainer/2026-05-27__appid_4508570__rank_2761_to_2710__up_51/llm_outputs/gemini_20260527_091135.md,,25.68,5831
2026-05-27T09:49:26.007103+00:00,20260527_094926,4508570,Veritas Tales: Witch of the Dark Castle,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-05-27__appid_4508570__rank_2710_to_2663__up_47,data/spike_explainer/2026-05-27__appid_4508570__rank_2710_to_2663__up_47/llm_summary_input.md,data/spike_explainer/2026-05-27__appid_4508570__rank_2710_to_2663__up_47/llm_outputs/gemini_20260527_094926.md,,24.15,6412
2026-05-27T16:22:45.246821+00:00,20260527_162245,4093640,Psych Rift,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-05-27__appid_4093640__rank_2970_to_2558__up_412,data/spike_explainer/2026-05-27__appid_4093640__rank_2970_to_2558__up_412/llm_summary_input.md,data/spike_explainer/2026-05-27__appid_4093640__rank_2970_to_2558__up_412/llm_outputs/gemini_20260527_162245.md,,26.9,5435
2026-05-28T04:32:32.359572+00:00,20260528_043232,4093640,Psych Rift,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-05-28__appid_4093640__rank_2558_to_2068__up_490,data/spike_explainer/2026-05-28__appid_4093640__rank_2558_to_2068__up_490/llm_summary_input.md,data/spike_explainer/2026-05-28__appid_4093640__rank_2558_to_2068__up_490/llm_outputs/gemini_20260528_043232.md,,21.32,5199
2026-05-28T16:36:40.207397+00:00,20260528_163640,4508570,Veritas Tales: Witch of the Dark Castle,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-05-28__appid_4508570__rank_2021_to_1829__up_192,data/spike_explainer/2026-05-28__appid_4508570__rank_2021_to_1829__up_192/llm_summary_input.md,data/spike_explainer/2026-05-28__appid_4508570__rank_2021_to_1829__up_192/llm_outputs/gemini_20260528_163640.md,,21.92,6389
2026-05-29T04:35:31.030817+00:00,20260529_043531,3219030,Planet Zoo 2,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-05-29__appid_3219030__rank_1858_to_769__up_1089,data/spike_explainer/2026-05-29__appid_3219030__rank_1858_to_769__up_1089/llm_summary_input.md,data/spike_explainer/2026-05-29__appid_3219030__rank_1858_to_769__up_1089/llm_outputs/gemini_20260529_043531.md,,16.3,5673
2026-05-29T16:17:13.703710+00:00,20260529_161713,3847920,Wild n Chill,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-05-29__appid_3847920__rank_2038_to_1373__up_665,data/spike_explainer/2026-05-29__appid_3847920__rank_2038_to_1373__up_665/llm_summary_input.md,data/spike_explainer/2026-05-29__appid_3847920__rank_2038_to_1373__up_665/llm_outputs/gemini_20260529_161713.md,,17.27,5099
2026-05-30T04:22:27.830607+00:00,20260530_042227,3595450,Object Impermanence,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-05-30__appid_3595450__rank_1370_to_1100__up_270,data/spike_explainer/2026-05-30__appid_3595450__rank_1370_to_1100__up_270/llm_summary_input.md,data/spike_explainer/2026-05-30__appid_3595450__rank_1370_to_1100__up_270/llm_outputs/gemini_20260530_042227.md,,13.93,4932
2026-05-30T14:17:03.269052+00:00,20260530_141703,4731620,Fortune Mill,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-05-30__appid_4731620__rank_2689_to_2365__up_324,data/spike_explainer/2026-05-30__appid_4731620__rank_2689_to_2365__up_324/llm_summary_input.md,data/spike_explainer/2026-05-30__appid_4731620__rank_2689_to_2365__up_324/llm_outputs/gemini_20260530_141703.md,,23.18,5834
2026-05-31T04:46:06.713753+00:00,20260531_044606,4450620,GRAIN ROT,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-05-31__appid_4450620__rank_2963_to_2316__up_647,data/spike_explainer/2026-05-31__appid_4450620__rank_2963_to_2316__up_647/llm_summary_input.md,data/spike_explainer/2026-05-31__appid_4450620__rank_2963_to_2316__up_647/llm_outputs/gemini_20260531_044606.md,,18.06,5439
2026-05-31T14:22:35.809966+00:00,20260531_142235,4661070,HANDS OVER,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-05-31__appid_4661070__rank_2497_to_2267__up_230,data/spike_explainer/2026-05-31__appid_4661070__rank_2497_to_2267__up_230/llm_summary_input.md,data/spike_explainer/2026-05-31__appid_4661070__rank_2497_to_2267__up_230/llm_outputs/gemini_20260531_142235.md,,19.46,5445
2026-06-01T05:14:28.034292+00:00,20260601_051428,4661070,HANDS OVER,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-01__appid_4661070__rank_2267_to_1925__up_342,data/spike_explainer/2026-06-01__appid_4661070__rank_2267_to_1925__up_342/llm_summary_input.md,data/spike_explainer/2026-06-01__appid_4661070__rank_2267_to_1925__up_342/llm_outputs/gemini_20260601_051428.md,,20.35,5361
2026-06-01T18:17:18.529450+00:00,20260601_181718,4661070,HANDS OVER,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-01__appid_4661070__rank_1925_to_1714__up_211,data/spike_explainer/2026-06-01__appid_4661070__rank_1925_to_1714__up_211/llm_summary_input.md,data/spike_explainer/2026-06-01__appid_4661070__rank_1925_to_1714__up_211/llm_outputs/gemini_20260601_181718.md,,23.65,5568
2026-06-02T05:02:50.700148+00:00,20260602_050250,4717850,Magical Girl: Taboo Village,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-02__appid_4717850__rank_2591_to_2071__up_520,data/spike_explainer/2026-06-02__appid_4717850__rank_2591_to_2071__up_520/llm_summary_input.md,data/spike_explainer/2026-06-02__appid_4717850__rank_2591_to_2071__up_520/llm_outputs/gemini_20260602_050250.md,,19.61,5218
2026-06-02T17:08:38.929305+00:00,20260602_170838,3447460,Gravity Circuit 2,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-02__appid_3447460__rank_2423_to_1863__up_560,data/spike_explainer/2026-06-02__appid_3447460__rank_2423_to_1863__up_560/llm_summary_input.md,data/spike_explainer/2026-06-02__appid_3447460__rank_2423_to_1863__up_560/llm_outputs/gemini_20260602_170838.md,,45.72,5709
2026-06-03T05:12:46.950653+00:00,20260603_051246,4669960,Dungeon Lurker,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-03__appid_4669960__rank_2467_to_1896__up_571,data/spike_explainer/2026-06-03__appid_4669960__rank_2467_to_1896__up_571/llm_summary_input.md,data/spike_explainer/2026-06-03__appid_4669960__rank_2467_to_1896__up_571/llm_outputs/gemini_20260603_051246.md,,22.32,5373
2026-06-03T17:25:45.840404+00:00,20260603_172545,3596430,Bancho the Chef,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-03__appid_3596430__rank_2100_to_1188__up_912,data/spike_explainer/2026-06-03__appid_3596430__rank_2100_to_1188__up_912/llm_summary_input.md,data/spike_explainer/2026-06-03__appid_3596430__rank_2100_to_1188__up_912/llm_outputs/gemini_20260603_172545.md,,16.16,5173
2026-06-04T05:06:48.731186+00:00,20260604_050648,2487330,Stuntman: Hollywood,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-04__appid_2487330__rank_1857_to_1546__up_311,data/spike_explainer/2026-06-04__appid_2487330__rank_1857_to_1546__up_311/llm_summary_input.md,data/spike_explainer/2026-06-04__appid_2487330__rank_1857_to_1546__up_311/llm_outputs/gemini_20260604_050648.md,,13.95,5450
2026-06-04T15:53:42.645178+00:00,20260604_155342,4117830,"Your Painting, Sir",gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-04__appid_4117830__rank_2966_to_2704__up_262,data/spike_explainer/2026-06-04__appid_4117830__rank_2966_to_2704__up_262/llm_summary_input.md,data/spike_explainer/2026-06-04__appid_4117830__rank_2966_to_2704__up_262/llm_outputs/gemini_20260604_155342.md,,14.58,4496
2026-06-05T04:29:41.659405+00:00,20260605_042941,4261650,MASAKRE,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-05__appid_4261650__rank_2870_to_214__up_2656,data/spike_explainer/2026-06-05__appid_4261650__rank_2870_to_214__up_2656/llm_summary_input.md,data/spike_explainer/2026-06-05__appid_4261650__rank_2870_to_214__up_2656/llm_outputs/gemini_20260605_042941.md,,20.72,5594
2026-06-05T15:31:53.791684+00:00,20260605_153153,3959900,BE LOST,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-05__appid_3959900__rank_1327_to_790__up_537,data/spike_explainer/2026-06-05__appid_3959900__rank_1327_to_790__up_537/llm_summary_input.md,data/spike_explainer/2026-06-05__appid_3959900__rank_1327_to_790__up_537/llm_outputs/gemini_20260605_153153.md,,27.65,5613
2026-06-06T04:23:07.605115+00:00,20260606_042307,2063390,V.A Proxy,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-06__appid_2063390__rank_1551_to_113__up_1438,data/spike_explainer/2026-06-06__appid_2063390__rank_1551_to_113__up_1438/llm_summary_input.md,data/spike_explainer/2026-06-06__appid_2063390__rank_1551_to_113__up_1438/llm_outputs/gemini_20260606_042307.md,,25.6,6980
2026-06-06T14:20:50.683463+00:00,20260606_142050,2916700,Attack on Titan 3 - A.O.T.3,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-06__appid_2916700__rank_2244_to_1297__up_947,data/spike_explainer/2026-06-06__appid_2916700__rank_2244_to_1297__up_947/llm_summary_input.md,data/spike_explainer/2026-06-06__appid_2916700__rank_2244_to_1297__up_947/llm_outputs/gemini_20260606_142050.md,,23.84,6845
2026-06-07T04:49:23.662398+00:00,20260607_044923,4110770,Apple Crumble,gemini,gemini-2.5-flash,error_api_failure,data/spike_explainer/2026-06-07__appid_4110770__rank_2958_to_2070__up_888,data/spike_explainer/2026-06-07__appid_4110770__rank_2958_to_2070__up_888/llm_summary_input.md,,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0,0
2026-06-07T14:30:02.763056+00:00,20260607_143002,4781330,Vampire Survivors: Legacy of the Bloodmoon,gemini,gemini-2.5-flash,error_api_failure,data/spike_explainer/2026-06-07__appid_4781330__rank_2795_to_1814__up_981,data/spike_explainer/2026-06-07__appid_4781330__rank_2795_to_1814__up_981/llm_summary_input.md,,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0,0
2026-06-08T05:05:06.505959+00:00,20260608_050506,3484950,AfterQuest,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-08__appid_3484950__rank_2412_to_1676__up_736,data/spike_explainer/2026-06-08__appid_3484950__rank_2412_to_1676__up_736/llm_summary_input.md,data/spike_explainer/2026-06-08__appid_3484950__rank_2412_to_1676__up_736/llm_outputs/gemini_20260608_050506.md,,24.26,5167
2026-06-08T16:29:33.216770+00:00,20260608_162933,3247960,Bergfried,gemini,gemini-2.5-flash,error_api_failure,data/spike_explainer/2026-06-08__appid_3247960__rank_2789_to_1935__up_854,data/spike_explainer/2026-06-08__appid_3247960__rank_2789_to_1935__up_854/llm_summary_input.md,,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0,0
2026-06-09T04:27:25.661408+00:00,20260609_042725,4336170,Age of Empires IV: Raiders of the North,gemini,gemini-2.5-flash,error_api_failure,data/spike_explainer/2026-06-09__appid_4336170__rank_2728_to_2277__up_451,data/spike_explainer/2026-06-09__appid_4336170__rank_2728_to_2277__up_451/llm_summary_input.md,,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0,0
2026-06-09T15:42:56.453451+00:00,20260609_154256,3688240,Pipes.exe,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-09__appid_3688240__rank_2703_to_2408__up_295,data/spike_explainer/2026-06-09__appid_3688240__rank_2703_to_2408__up_295/llm_summary_input.md,data/spike_explainer/2026-06-09__appid_3688240__rank_2703_to_2408__up_295/llm_outputs/gemini_20260609_154256.md,,21.8,6185
2026-06-10T04:37:01.659264+00:00,20260610_043701,4253770,Muramasa: Revenant Blades,gemini,gemini-2.5-flash,error_api_failure,data/spike_explainer/2026-06-10__appid_4253770__rank_2399_to_917__up_1482,data/spike_explainer/2026-06-10__appid_4253770__rank_2399_to_917__up_1482/llm_summary_input.md,,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0,0
2026-06-10T16:14:38.751348+00:00,20260610_161438,2676350,Pikuniku 2,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-10__appid_2676350__rank_2779_to_2287__up_492,data/spike_explainer/2026-06-10__appid_2676350__rank_2779_to_2287__up_492/llm_summary_input.md,data/spike_explainer/2026-06-10__appid_2676350__rank_2779_to_2287__up_492/llm_outputs/gemini_20260610_161438.md,,18.49,5183
2026-06-11T04:52:08.633789+00:00,20260611_045208,4829700,Monster Hunter Wilds: Ascendance,gemini,gemini-2.5-flash,error_api_failure,data/spike_explainer/2026-06-11__appid_4829700__rank_2379_to_1629__up_750,data/spike_explainer/2026-06-11__appid_4829700__rank_2379_to_1629__up_750/llm_summary_input.md,,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0,0
2026-06-11T16:36:37.120421+00:00,20260611_163637,4829700,Monster Hunter Wilds: Ascendance,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-11__appid_4829700__rank_1629_to_1351__up_278,data/spike_explainer/2026-06-11__appid_4829700__rank_1629_to_1351__up_278/llm_summary_input.md,data/spike_explainer/2026-06-11__appid_4829700__rank_1629_to_1351__up_278/llm_outputs/gemini_20260611_163637.md,,22.64,5799
2026-06-12T05:04:37.089438+00:00,20260612_050437,2676350,Pikuniku 2,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-12__appid_2676350__rank_1870_to_1602__up_268,data/spike_explainer/2026-06-12__appid_2676350__rank_1870_to_1602__up_268/llm_summary_input.md,data/spike_explainer/2026-06-12__appid_2676350__rank_1870_to_1602__up_268/llm_outputs/gemini_20260612_050437.md,,21.53,6142
2026-06-12T15:53:47.324263+00:00,20260612_155347,4354570,FINAL FANTASY VII REVELATION,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-12__appid_4354570__rank_1416_to_969__up_447,data/spike_explainer/2026-06-12__appid_4354570__rank_1416_to_969__up_447/llm_summary_input.md,data/spike_explainer/2026-06-12__appid_4354570__rank_1416_to_969__up_447/llm_outputs/gemini_20260612_155347.md,,26.6,7369
2026-06-13T04:41:21.238360+00:00,20260613_044121,3453910,Happy's Humble BURGATORY,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-13__appid_3453910__rank_2395_to_1912__up_483,data/spike_explainer/2026-06-13__appid_3453910__rank_2395_to_1912__up_483/llm_summary_input.md,data/spike_explainer/2026-06-13__appid_3453910__rank_2395_to_1912__up_483/llm_outputs/gemini_20260613_044121.md,,20.85,5702
2026-06-13T14:38:59.046114+00:00,20260613_143859,4754550,Medieval Dynasty - The Backwood,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-13__appid_4754550__rank_2749_to_2533__up_216,data/spike_explainer/2026-06-13__appid_4754550__rank_2749_to_2533__up_216/llm_summary_input.md,data/spike_explainer/2026-06-13__appid_4754550__rank_2749_to_2533__up_216/llm_outputs/gemini_20260613_143859.md,,26.81,7374
2026-06-14T05:10:27.645499+00:00,20260614_051027,4754550,Medieval Dynasty - The Backwood,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-14__appid_4754550__rank_2533_to_2312__up_221,data/spike_explainer/2026-06-14__appid_4754550__rank_2533_to_2312__up_221/llm_summary_input.md,data/spike_explainer/2026-06-14__appid_4754550__rank_2533_to_2312__up_221/llm_outputs/gemini_20260614_051027.md,,17.7,6248
2026-06-14T14:42:58.721953+00:00,20260614_144258,3946810,The seven days i spent with you,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-14__appid_3946810__rank_2659_to_2467__up_192,data/spike_explainer/2026-06-14__appid_3946810__rank_2659_to_2467__up_192/llm_summary_input.md,data/spike_explainer/2026-06-14__appid_3946810__rank_2659_to_2467__up_192/llm_outputs/gemini_20260614_144258.md,,24.14,5904
2026-06-15T05:27:28.497956+00:00,20260615_052728,4183580,Stationbreak,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-15__appid_4183580__rank_2871_to_2389__up_482,data/spike_explainer/2026-06-15__appid_4183580__rank_2871_to_2389__up_482/llm_summary_input.md,data/spike_explainer/2026-06-15__appid_4183580__rank_2871_to_2389__up_482/llm_outputs/gemini_20260615_052728.md,,15.01,4935
2026-06-15T17:47:00.941992+00:00,20260615_174700,3765010,Forensics: Crime Scene Detective,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-15__appid_3765010__rank_2710_to_2529__up_181,data/spike_explainer/2026-06-15__appid_3765010__rank_2710_to_2529__up_181/llm_summary_input.md,data/spike_explainer/2026-06-15__appid_3765010__rank_2710_to_2529__up_181/llm_outputs/gemini_20260615_174700.md,,28.13,4943
2026-06-16T05:28:21.685279+00:00,20260616_052821,4824220,Meltdown Crew,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-16__appid_4824220__rank_2858_to_2686__up_172,data/spike_explainer/2026-06-16__appid_4824220__rank_2858_to_2686__up_172/llm_summary_input.md,data/spike_explainer/2026-06-16__appid_4824220__rank_2858_to_2686__up_172/llm_outputs/gemini_20260616_052821.md,,29.36,5439
2026-06-16T17:31:34.996480+00:00,20260616_173134,3983860,Nightwater,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-16__appid_3983860__rank_2925_to_2519__up_406,data/spike_explainer/2026-06-16__appid_3983860__rank_2925_to_2519__up_406/llm_summary_input.md,data/spike_explainer/2026-06-16__appid_3983860__rank_2925_to_2519__up_406/llm_outputs/gemini_20260616_173134.md,,15.95,5193
2026-06-17T05:08:30.182234+00:00,20260617_050830,3983860,Nightwater,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-17__appid_3983860__rank_2519_to_1906__up_613,data/spike_explainer/2026-06-17__appid_3983860__rank_2519_to_1906__up_613/llm_summary_input.md,data/spike_explainer/2026-06-17__appid_3983860__rank_2519_to_1906__up_613/llm_outputs/gemini_20260617_050830.md,,23.81,6073
2026-06-17T16:13:43.044891+00:00,20260617_161343,3983860,Nightwater,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-17__appid_3983860__rank_1906_to_1617__up_289,data/spike_explainer/2026-06-17__appid_3983860__rank_1906_to_1617__up_289/llm_summary_input.md,data/spike_explainer/2026-06-17__appid_3983860__rank_1906_to_1617__up_289/llm_outputs/gemini_20260617_161343.md,,24.65,5759
2026-06-18T05:04:11.244416+00:00,20260618_050411,3765010,Forensics: Crime Scene Detective,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-18__appid_3765010__rank_2060_to_1837__up_223,data/spike_explainer/2026-06-18__appid_3765010__rank_2060_to_1837__up_223/llm_summary_input.md,data/spike_explainer/2026-06-18__appid_3765010__rank_2060_to_1837__up_223/llm_outputs/gemini_20260618_050411.md,,14.6,5727
2026-06-18T16:00:32.226862+00:00,20260618_160032,4380490,Cat Mail Co.,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-18__appid_4380490__rank_2595_to_2328__up_267,data/spike_explainer/2026-06-18__appid_4380490__rank_2595_to_2328__up_267/llm_summary_input.md,data/spike_explainer/2026-06-18__appid_4380490__rank_2595_to_2328__up_267/llm_outputs/gemini_20260618_160032.md,,25.18,4790
2026-06-19T05:21:00.779062+00:00,20260619_052100,4380490,Cat Mail Co.,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-19__appid_4380490__rank_2328_to_2054__up_274,data/spike_explainer/2026-06-19__appid_4380490__rank_2328_to_2054__up_274/llm_summary_input.md,data/spike_explainer/2026-06-19__appid_4380490__rank_2328_to_2054__up_274/llm_outputs/gemini_20260619_052100.md,,28.78,7124
2026-06-19T15:53:05.713622+00:00,20260619_155305,4380490,Cat Mail Co.,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-19__appid_4380490__rank_2054_to_1902__up_152,data/spike_explainer/2026-06-19__appid_4380490__rank_2054_to_1902__up_152/llm_summary_input.md,data/spike_explainer/2026-06-19__appid_4380490__rank_2054_to_1902__up_152/llm_outputs/gemini_20260619_155305.md,,19.96,7023
2026-06-20T04:32:57.346615+00:00,20260620_043257,4533250,GrassChopper,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-20__appid_4533250__rank_2562_to_2309__up_253,data/spike_explainer/2026-06-20__appid_4533250__rank_2562_to_2309__up_253/llm_summary_input.md,data/spike_explainer/2026-06-20__appid_4533250__rank_2562_to_2309__up_253/llm_outputs/gemini_20260620_043257.md,,15.27,5162
2026-06-20T14:37:37.624968+00:00,20260620_143737,3908940,Inferno Protocol,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-20__appid_3908940__rank_2150_to_2001__up_149,data/spike_explainer/2026-06-20__appid_3908940__rank_2150_to_2001__up_149/llm_summary_input.md,data/spike_explainer/2026-06-20__appid_3908940__rank_2150_to_2001__up_149/llm_outputs/gemini_20260620_143737.md,,18.12,6706
2026-06-21T05:15:16.082307+00:00,20260621_051516,4468030,OFFBEAT,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-21__appid_4468030__rank_2511_to_2282__up_229,data/spike_explainer/2026-06-21__appid_4468030__rank_2511_to_2282__up_229/llm_summary_input.md,data/spike_explainer/2026-06-21__appid_4468030__rank_2511_to_2282__up_229/llm_outputs/gemini_20260621_051516.md,,20.86,6147
2026-06-21T14:43:22.766895+00:00,20260621_144322,4252830,Type or Die,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-21__appid_4252830__rank_2042_to_1919__up_123,data/spike_explainer/2026-06-21__appid_4252830__rank_2042_to_1919__up_123/llm_summary_input.md,data/spike_explainer/2026-06-21__appid_4252830__rank_2042_to_1919__up_123/llm_outputs/gemini_20260621_144322.md,,19.34,5530
2026-06-22T05:24:04.137052+00:00,20260622_052404,4834070,Don't Sleep With The Fishes,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-22__appid_4834070__rank_2155_to_1890__up_265,data/spike_explainer/2026-06-22__appid_4834070__rank_2155_to_1890__up_265/llm_summary_input.md,data/spike_explainer/2026-06-22__appid_4834070__rank_2155_to_1890__up_265/llm_outputs/gemini_20260622_052404.md,,25.6,6737
2026-06-22T17:27:13.964559+00:00,20260622_172713,4442710,Spirit Dungeon,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-22__appid_4442710__rank_2369_to_2228__up_141,data/spike_explainer/2026-06-22__appid_4442710__rank_2369_to_2228__up_141/llm_summary_input.md,data/spike_explainer/2026-06-22__appid_4442710__rank_2369_to_2228__up_141/llm_outputs/gemini_20260622_172713.md,,25.05,6175
2026-06-23T04:23:41.973068+00:00,20260623_042341,4562150,How To Grow a Black Hole,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-23__appid_4562150__rank_2424_to_2092__up_332,data/spike_explainer/2026-06-23__appid_4562150__rank_2424_to_2092__up_332/llm_summary_input.md,data/spike_explainer/2026-06-23__appid_4562150__rank_2424_to_2092__up_332/llm_outputs/gemini_20260623_042341.md,,22.7,6772
2026-06-23T15:35:13.265148+00:00,20260623_153513,4123070,MonCraft 199X,gemini,gemini-2.5-flash,error_api_failure,data/spike_explainer/2026-06-23__appid_4123070__rank_2241_to_1981__up_260,data/spike_explainer/2026-06-23__appid_4123070__rank_2241_to_1981__up_260/llm_summary_input.md,,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0,0
2026-06-24T04:25:18.022072+00:00,20260624_042518,4123070,MonCraft 199X,gemini,gemini-2.5-flash,error_api_failure,data/spike_explainer/2026-06-24__appid_4123070__rank_1981_to_1769__up_212,data/spike_explainer/2026-06-24__appid_4123070__rank_1981_to_1769__up_212/llm_summary_input.md,,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0,0
2026-06-24T15:03:28.398043+00:00,20260624_150328,4119710,Give Us A Sign,gemini,gemini-2.5-flash,error_api_failure,data/spike_explainer/2026-06-24__appid_4119710__rank_2019_to_1912__up_107,data/spike_explainer/2026-06-24__appid_4119710__rank_2019_to_1912__up_107/llm_summary_input.md,,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0,0
2026-06-25T04:23:20.314211+00:00,20260625_042320,4775410,Jeffrey Eggstein,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-25__appid_4775410__rank_2182_to_1992__up_190,data/spike_explainer/2026-06-25__appid_4775410__rank_2182_to_1992__up_190/llm_summary_input.md,data/spike_explainer/2026-06-25__appid_4775410__rank_2182_to_1992__up_190/llm_outputs/gemini_20260625_042320.md,,27.27,6412
2026-06-25T15:00:31.412642+00:00,20260625_150031,4713940,Monster Fantasy,gemini,gemini-2.5-flash,error_api_failure,data/spike_explainer/2026-06-25__appid_4713940__rank_1839_to_1573__up_266,data/spike_explainer/2026-06-25__appid_4713940__rank_1839_to_1573__up_266/llm_summary_input.md,,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0,0
2026-06-26T04:26:06.719355+00:00,20260626_042606,4713940,Monster Fantasy,gemini,gemini-2.5-flash,error_api_failure,data/spike_explainer/2026-06-26__appid_4713940__rank_1573_to_1315__up_258,data/spike_explainer/2026-06-26__appid_4713940__rank_1573_to_1315__up_258/llm_summary_input.md,,"503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0,0
2026-06-26T14:52:00.649187+00:00,20260626_145200,4713940,Monster Fantasy,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-26__appid_4713940__rank_1315_to_1177__up_138,data/spike_explainer/2026-06-26__appid_4713940__rank_1315_to_1177__up_138/llm_summary_input.md,data/spike_explainer/2026-06-26__appid_4713940__rank_1315_to_1177__up_138/llm_outputs/gemini_20260626_145200.md,,19.74,6396
2026-06-27T04:11:39.077499+00:00,20260627_041139,4745600,Motorsport Manager 2,gemini,gemini-2.5-flash,success,data/spike_explainer/2026-06-27__appid_4745600__rank_1715_to_1449__up_266,data/spike_explainer/2026-06-27__appid_4745600__rank_1715_to_1449__up_266/llm_summary_input.md,data/spike_explainer/2026-06-27__appid_4745600__rank_1715_to_1449__up_266/llm_outputs/gemini_20260627_041139.md,,16.5,4543
